Date,Région,Consommation (MW),TMoy (°C)
12/11/2021,Bretagne,140763.0,9.48
12/11/2021,Nouvelle-Aquitaine,259174.0,10.57
12/11/2021,Occitanie,222373.0,10.75
12/11/2021,Auvergne-Rhône-Alpes,389255.0,7.21
12/11/2021,Provence-Alpes-Côte d'Azur,219275.0,14.07
12/12/2016,Île-de-France,528842.0,4.23
12/12/2016,Centre-Val de Loire,134523.0,5.26
12/12/2016,Bourgogne-Franche-Comté,157557.0,2.46
12/12/2016,Normandie,198101.0,5.01
12/12/2016,Hauts-de-France,337201.0,4.6
12/12/2016,Grand Est,307236.0,3.98
12/12/2016,Pays de la Loire,184044.0,9.38
12/12/2016,Bretagne,143055.0,11.23
12/12/2016,Nouvelle-Aquitaine,296589.0,8.54
12/12/2016,Occitanie,259751.0,7.57
12/12/2016,Auvergne-Rhône-Alpes,474483.0,3.4
12/12/2016,Provence-Alpes-Côte d'Azur,267107.0,8.17
12/12/2017,Île-de-France,553725.0,3.11
12/12/2017,Centre-Val de Loire,147843.0,2.51
12/12/2017,Bourgogne-Franche-Comté,155631.0,3.79
12/12/2017,Normandie,212742.0,3.99
12/12/2017,Hauts-de-France,368773.0,3.36
12/12/2017,Grand Est,330885.0,3.19
12/12/2017,Pays de la Loire,213641.0,3.82
12/12/2017,Bretagne,179877.0,5.06
12/12/2017,Nouvelle-Aquitaine,326014.0,4.9
12/12/2017,Occitanie,298207.0,4.77
12/12/2017,Auvergne-Rhône-Alpes,481948.0,2.9
12/12/2017,Provence-Alpes-Côte d'Azur,281273.0,6.51
12/12/2018,Île-de-France,532889.0,2.04
12/12/2018,Centre-Val de Loire,142605.0,2.87
12/12/2018,Bourgogne-Franche-Comté,151872.0,-0.13
12/12/2018,Normandie,204687.0,3.41
12/12/2018,Hauts-de-France,353676.0,1.74
12/12/2018,Grand Est,324567.0,-1.04
12/12/2018,Pays de la Loire,206444.0,4.38
12/12/2018,Bretagne,167258.0,5.86
12/12/2018,Nouvelle-Aquitaine,318204.0,5.56
12/12/2018,Occitanie,274722.0,5.01
12/12/2018,Auvergne-Rhône-Alpes,492284.0,0.19
12/12/2018,Provence-Alpes-Côte d'Azur,276888.0,5.93
12/12/2019,Île-de-France,518216.0,5.29
12/12/2019,Centre-Val de Loire,142120.0,5.75
12/12/2019,Bourgogne-Franche-Comté,151736.0,5.05
12/12/2019,Normandie,203449.0,5.37
12/12/2019,Hauts-de-France,341726.0,5.1
12/12/2019,Grand Est,317290.0,4.42
12/12/2019,Pays de la Loire,206028.0,7.05
12/12/2019,Bretagne,170865.0,7.88
12/12/2019,Nouvelle-Aquitaine,315799.0,9.22
12/12/2019,Occitanie,277267.0,8.67
12/12/2019,Auvergne-Rhône-Alpes,471157.0,4.7
12/12/2019,Provence-Alpes-Côte d'Azur,285482.0,6.19
12/12/2020,Île-de-France,428290.0,9.14
12/12/2020,Centre-Val de Loire,149879.0,8.07
12/12/2020,Bourgogne-Franche-Comté,125053.0,7.69
12/12/2020,Normandie,167509.0,7.82
12/12/2020,Hauts-de-France,289913.0,8.12
12/12/2020,Grand Est,268329.0,6.92
12/12/2020,Pays de la Loire,160951.0,9.1
12/12/2020,Bretagne,141214.0,8.22
12/12/2020,Nouvelle-Aquitaine,270622.0,9.48
12/12/2020,Occitanie,272369.0,8.77
12/12/2020,Auvergne-Rhône-Alpes,384056.0,6.2
12/12/2020,Provence-Alpes-Côte d'Azur,244079.0,7.63
13/01/2016,Île-de-France,532880.0,4.73
13/01/2016,Centre-Val de Loire,141227.0,4.29
13/01/2016,Bourgogne-Franche-Comté,157203.0,4.82
13/01/2016,Normandie,204949.0,4.49
13/01/2016,Hauts-de-France,351697.0,5.53
13/01/2016,Grand Est,327798.0,4.14
13/01/2016,Pays de la Loire,209296.0,4.75
13/01/2016,Bretagne,174036.0,5.16
13/01/2016,Nouvelle-Aquitaine,319965.0,5.74
13/01/2016,Occitanie,267039.0,6.32
13/01/2016,Auvergne-Rhône-Alpes,472455.0,3.86
13/01/2016,Provence-Alpes-Côte d'Azur,280893.0,6.72
13/01/2017,Île-de-France,556112.0,3.05
13/01/2017,Centre-Val de Loire,146965.0,3.39
13/01/2017,Bourgogne-Franche-Comté,166370.0,2.37
13/01/2017,Normandie,208323.0,3.54
13/01/2017,Hauts-de-France,370593.0,2.88
13/01/2017,Grand Est,339305.0,1.59
13/01/2017,Pays de la Loire,210375.0,6.08
13/01/2017,Bretagne,177307.0,5.19
13/01/2017,Nouvelle-Aquitaine,326311.0,5.58
13/01/2017,Occitanie,285409.0,5.02
13/01/2017,Auvergne-Rhône-Alpes,498862.0,1.87
13/01/2017,Provence-Alpes-Côte d'Azur,299028.0,6.12
13/01/2018,Île-de-France,458431.0,3.77
13/01/2018,Centre-Val de Loire,128687.0,3.33
13/01/2018,Bourgogne-Franche-Comté,133572.0,3.54
13/01/2018,Normandie,191537.0,3.54
13/01/2018,Hauts-de-France,346798.0,3.46
13/01/2018,Grand Est,277703.0,2.99
13/01/2018,Pays de la Loire,186683.0,4.18
13/01/2018,Bretagne,159480.0,5.54
13/01/2018,Nouvelle-Aquitaine,309295.0,4.96
13/01/2018,Occitanie,279581.0,4.19
13/01/2018,Auvergne-Rhône-Alpes,422472.0,4.26
13/01/2018,Provence-Alpes-Côte d'Azur,272575.0,6.63
13/01/2019,Île-de-France,430292.0,9.74
13/01/2019,Centre-Val de Loire,120550.0,8.51
13/01/2019,Bourgogne-Franche-Comté,136288.0,6.88
13/01/2019,Normandie,163316.0,9.47
13/01/2019,Hauts-de-France,294186.0,9.18
13/01/2019,Grand Est,269646.0,7.31
13/01/2019,Pays de la Loire,159204.0,10.1
13/01/2019,Bretagne,134453.0,9.4
13/01/2019,Nouvelle-Aquitaine,285970.0,8.02
13/01/2019,Occitanie,271706.0,7.87
13/01/2019,Auvergne-Rhône-Alpes,432252.0,5.66
13/01/2019,Provence-Alpes-Côte d'Azur,286946.0,8.38
13/01/2020,Île-de-France,475707.0,8.14
13/01/2020,Centre-Val de Loire,132781.0,8.74
13/01/2020,Bourgogne-Franche-Comté,141347.0,6.13
13/01/2020,Normandie,190496.0,7.48
13/01/2020,Hauts-de-France,326515.0,7.82
13/01/2020,Grand Est,293747.0,6.26
13/01/2020,Pays de la Loire,185429.0,9.55
13/01/2020,Bretagne,157742.0,8.56
13/01/2020,Nouvelle-Aquitaine,311277.0,7.2
13/01/2020,Occitanie,298197.0,4.33
13/01/2020,Auvergne-Rhône-Alpes,454216.0,4.48
13/01/2020,Provence-Alpes-Côte d'Azur,287545.0,5.63
13/01/2021,Île-de-France,501964.0,7.53
13/01/2021,Centre-Val de Loire,133012.0,8.82
13/01/2021,Bourgogne-Franche-Comté,159891.0,5.54
13/01/2021,Normandie,197000.0,8.2
13/01/2021,Hauts-de-France,345110.0,4.89
13/01/2021,Grand Est,325433.0,3.44
13/01/2021,Pays de la Loire,196995.0,9.7
13/01/2021,Bretagne,166851.0,9.66
13/01/2021,Nouvelle-Aquitaine,325352.0,8.84
13/01/2021,Occitanie,307465.0,7.98
13/01/2021,Auvergne-Rhône-Alpes,495082.0,4.83
13/01/2021,Provence-Alpes-Côte d'Azur,303061.0,8.33
13/02/2016,Île-de-France,472292.0,6.08
13/02/2016,Centre-Val de Loire,124943.0,7.76
13/02/2016,Bourgogne-Franche-Comté,132094.0,7.47
13/02/2016,Normandie,184339.0,6.27
13/02/2016,Hauts-de-France,323571.0,2.97
13/02/2016,Grand Est,282315.0,4.81
13/02/2016,Pays de la Loire,164576.0,8.48
13/02/2016,Bretagne,141881.0,8.06
13/02/2016,Nouvelle-Aquitaine,263566.0,11.14
13/02/2016,Occitanie,230995.0,11.86
13/02/2016,Auvergne-Rhône-Alpes,421823.0,8.03
13/02/2016,Provence-Alpes-Côte d'Azur,273363.0,7.36
13/02/2017,Île-de-France,515910.0,6.13
13/02/2017,Centre-Val de Loire,135469.0,10.09
13/02/2017,Bourgogne-Franche-Comté,149526.0,6.21
13/02/2017,Normandie,199242.0,7.51
13/02/2017,Hauts-de-France,349686.0,5.4
13/02/2017,Grand Est,321827.0,3.11
13/02/2017,Pays de la Loire,196170.0,10.4
13/02/2017,Bretagne,167478.0,8.7
13/02/2017,Nouvelle-Aquitaine,285694.0,13.6
13/02/2017,Occitanie,244016.0,12.62
13/02/2017,Auvergne-Rhône-Alpes,445314.0,9.98
13/02/2017,Provence-Alpes-Côte d'Azur,256906.0,13.42
13/02/2018,Île-de-France,593121.0,1.35
13/02/2018,Centre-Val de Loire,161273.0,0.57
13/02/2018,Bourgogne-Franche-Comté,169316.0,-0.4
13/02/2018,Normandie,227294.0,1.68
13/02/2018,Hauts-de-France,367130.0,1.92
13/02/2018,Grand Est,344328.0,0.14
13/02/2018,Pays de la Loire,225811.0,3.0
13/02/2018,Bretagne,182095.0,5.68
13/02/2018,Nouvelle-Aquitaine,367993.0,3.12
13/02/2018,Occitanie,323294.0,1.97
13/02/2018,Auvergne-Rhône-Alpes,519745.0,-0.99
13/02/2018,Provence-Alpes-Côte d'Azur,311953.0,4.16
13/02/2019,Île-de-France,538025.0,3.37
13/02/2019,Centre-Val de Loire,143208.0,4.05
13/02/2019,Bourgogne-Franche-Comté,161577.0,3.3
13/02/2019,Normandie,198663.0,4.93
13/02/2019,Hauts-de-France,348215.0,3.85
13/02/2019,Grand Est,327641.0,2.49
13/02/2019,Pays de la Loire,203322.0,5.72
13/02/2019,Bretagne,162779.0,6.98
13/02/2019,Nouvelle-Aquitaine,316759.0,6.75
13/02/2019,Occitanie,280575.0,6.84
13/02/2019,Auvergne-Rhône-Alpes,488740.0,4.02
13/02/2019,Provence-Alpes-Côte d'Azur,279645.0,8.63
13/02/2020,Île-de-France,464390.0,8.77
13/02/2020,Centre-Val de Loire,138333.0,8.4
13/02/2020,Bourgogne-Franche-Comté,149073.0,5.8
13/02/2020,Normandie,196688.0,7.67
13/02/2020,Hauts-de-France,343380.0,6.98
13/02/2020,Grand Est,310755.0,5.41
13/02/2020,Pays de la Loire,190172.0,9.07
13/02/2020,Bretagne,163298.0,9.26
13/02/2020,Nouvelle-Aquitaine,293122.0,10.21
13/02/2020,Occitanie,246390.0,8.91
13/02/2020,Auvergne-Rhône-Alpes,466590.0,4.66
13/02/2020,Provence-Alpes-Côte d'Azur,264660.0,6.73
13/02/2021,Île-de-France,576449.0,-3.13
13/02/2021,Centre-Val de Loire,170944.0,-3.56
13/02/2021,Bourgogne-Franche-Comté,162879.0,-4.39
13/02/2021,Normandie,234267.0,-2.77
13/02/2021,Hauts-de-France,372752.0,-2.94
13/02/2021,Grand Est,332058.0,-5.21
13/02/2021,Pays de la Loire,233910.0,-1.33
13/02/2021,Bretagne,206767.0,0.66
13/02/2021,Nouvelle-Aquitaine,328533.0,4.46
13/02/2021,Occitanie,248899.0,7.11
13/02/2021,Auvergne-Rhône-Alpes,473186.0,-1.57
13/02/2021,Provence-Alpes-Côte d'Azur,276089.0,5.35
13/03/2016,Île-de-France,422720.0,5.84
13/03/2016,Centre-Val de Loire,113686.0,5.02
13/03/2016,Bourgogne-Franche-Comté,121514.0,4.78
13/03/2016,Normandie,168447.0,4.96
13/03/2016,Hauts-de-France,286286.0,4.75
13/03/2016,Grand Est,259597.0,4.86
13/03/2016,Pays de la Loire,156227.0,6.3
13/03/2016,Bretagne,131559.0,6.35
13/03/2016,Nouvelle-Aquitaine,266605.0,6.53
13/03/2016,Occitanie,226086.0,7.97
13/03/2016,Auvergne-Rhône-Alpes,393375.0,4.67
13/03/2016,Provence-Alpes-Côte d'Azur,241093.0,9.72
13/03/2017,Île-de-France,413948.0,10.95
13/03/2017,Centre-Val de Loire,108763.0,11.54
13/03/2017,Bourgogne-Franche-Comté,121934.0,11.22
13/03/2017,Normandie,162658.0,10.63
13/03/2017,Hauts-de-France,295539.0,8.61
13/03/2017,Grand Est,266178.0,8.3
13/03/2017,Pays de la Loire,166120.0,12.32
13/03/2017,Bretagne,132798.0,10.36
13/03/2017,Nouvelle-Aquitaine,252492.0,11.71
13/03/2017,Occitanie,211467.0,12.12
13/03/2017,Auvergne-Rhône-Alpes,384232.0,11.0
13/03/2017,Provence-Alpes-Côte d'Azur,224642.0,11.72
13/03/2018,Île-de-France,448408.0,10.07
13/03/2018,Centre-Val de Loire,119919.0,10.27
13/03/2018,Bourgogne-Franche-Comté,142051.0,8.1
13/03/2018,Normandie,178993.0,9.33
13/03/2018,Hauts-de-France,312748.0,7.32
13/03/2018,Grand Est,291317.0,7.59
13/03/2018,Pays de la Loire,174956.0,9.9
13/03/2018,Bretagne,147072.0,8.38
13/03/2018,Nouvelle-Aquitaine,267979.0,10.28
13/03/2018,Occitanie,233924.0,9.58
13/03/2018,Auvergne-Rhône-Alpes,433634.0,7.88
13/03/2018,Provence-Alpes-Côte d'Azur,246599.0,10.05
13/03/2019,Île-de-France,470317.0,7.59
13/03/2019,Centre-Val de Loire,127121.0,7.7
13/03/2019,Bourgogne-Franche-Comté,142549.0,7.29
13/03/2019,Normandie,187239.0,7.64
13/03/2019,Hauts-de-France,332652.0,7.67
13/03/2019,Grand Est,297485.0,6.67
13/03/2019,Pays de la Loire,186434.0,8.62
13/03/2019,Bretagne,157986.0,8.15
13/03/2019,Nouvelle-Aquitaine,278472.0,8.95
13/03/2019,Occitanie,240196.0,8.7
13/03/2019,Auvergne-Rhône-Alpes,427464.0,6.49
13/03/2019,Provence-Alpes-Côte d'Azur,236336.0,9.77
13/03/2020,Île-de-France,432007.0,8.06
13/03/2020,Centre-Val de Loire,118635.0,6.89
13/03/2020,Bourgogne-Franche-Comté,127843.0,7.51
13/03/2020,Normandie,172749.0,7.74
13/03/2020,Hauts-de-France,311792.0,8.28
13/03/2020,Grand Est,271715.0,7.82
13/03/2020,Pays de la Loire,177797.0,7.2
13/03/2020,Bretagne,150546.0,7.24
13/03/2020,Nouvelle-Aquitaine,274135.0,8.8
13/03/2020,Occitanie,209636.0,11.34
13/03/2020,Auvergne-Rhône-Alpes,379228.0,8.76
13/03/2020,Provence-Alpes-Côte d'Azur,219396.0,13.91
13/03/2021,Île-de-France,394715.0,8.63
13/03/2021,Centre-Val de Loire,119929.0,9.24
13/03/2021,Bourgogne-Franche-Comté,117789.0,8.1
13/03/2021,Normandie,165515.0,7.14
13/03/2021,Hauts-de-France,292541.0,7.79
13/03/2021,Grand Est,259204.0,7.35
13/03/2021,Pays de la Loire,150937.0,9.32
13/03/2021,Bretagne,138039.0,8.11
13/03/2021,Nouvelle-Aquitaine,251330.0,10.22
13/03/2021,Occitanie,202288.0,9.17
13/03/2021,Auvergne-Rhône-Alpes,352230.0,7.86
13/03/2021,Provence-Alpes-Côte d'Azur,221472.0,9.26
13/04/2016,Île-de-France,393700.0,13.06
13/04/2016,Centre-Val de Loire,98044.0,11.86
13/04/2016,Bourgogne-Franche-Comté,116437.0,12.63
13/04/2016,Normandie,156084.0,10.93
13/04/2016,Hauts-de-France,281352.0,10.76
13/04/2016,Grand Est,255694.0,10.9
13/04/2016,Pays de la Loire,154359.0,10.82
13/04/2016,Bretagne,124640.0,10.02
13/04/2016,Nouvelle-Aquitaine,237238.0,12.61
13/04/2016,Occitanie,191680.0,13.8
13/04/2016,Auvergne-Rhône-Alpes,371778.0,12.59
13/04/2016,Provence-Alpes-Côte d'Azur,207086.0,14.14
13/04/2017,Île-de-France,361338.0,10.75
13/04/2017,Centre-Val de Loire,100096.0,10.64
13/04/2017,Bourgogne-Franche-Comté,115890.0,11.11
13/04/2017,Normandie,161416.0,9.73
13/04/2017,Hauts-de-France,268186.0,9.58
13/04/2017,Grand Est,246036.0,10.5
13/04/2017,Pays de la Loire,144314.0,10.48
13/04/2017,Bretagne,119100.0,9.65
13/04/2017,Nouvelle-Aquitaine,218543.0,13.81
13/04/2017,Occitanie,172851.0,15.37
13/04/2017,Auvergne-Rhône-Alpes,348085.0,12.35
13/04/2017,Provence-Alpes-Côte d'Azur,196403.0,16.06
13/04/2018,Île-de-France,368335.0,13.26
13/04/2018,Centre-Val de Loire,98052.0,11.43
13/04/2018,Bourgogne-Franche-Comté,114352.0,11.73
13/04/2018,Normandie,156482.0,11.63
13/04/2018,Hauts-de-France,269625.0,11.56
13/04/2018,Grand Est,251467.0,10.99
13/04/2018,Pays de la Loire,145971.0,12.75
13/04/2018,Bretagne,123378.0,11.59
13/04/2018,Nouvelle-Aquitaine,236283.0,12.36
13/04/2018,Occitanie,229406.0,11.19
13/04/2018,Auvergne-Rhône-Alpes,373083.0,10.66
13/04/2018,Provence-Alpes-Côte d'Azur,243575.0,11.42
13/04/2019,Île-de-France,400012.0,5.24
13/04/2019,Centre-Val de Loire,100418.0,5.14
13/04/2019,Bourgogne-Franche-Comté,114930.0,5.16
13/04/2019,Normandie,157879.0,5.1
13/04/2019,Hauts-de-France,280161.0,4.56
13/04/2019,Grand Est,252844.0,4.11
13/04/2019,Pays de la Loire,141232.0,7.4
13/04/2019,Bretagne,119961.0,8.15
13/04/2019,Nouvelle-Aquitaine,227697.0,8.98
13/04/2019,Occitanie,196176.0,10.87
13/04/2019,Auvergne-Rhône-Alpes,346358.0,6.31
13/04/2019,Provence-Alpes-Côte d'Azur,213656.0,11.88
13/04/2020,Île-de-France,258591.0,13.78
13/04/2020,Centre-Val de Loire,69896.0,14.91
13/04/2020,Bourgogne-Franche-Comté,74990.0,14.12
13/04/2020,Normandie,105154.0,11.46
13/04/2020,Hauts-de-France,203421.0,9.84
13/04/2020,Grand Est,166218.0,12.97
13/04/2020,Pays de la Loire,96182.0,16.3
13/04/2020,Bretagne,84005.0,13.0
13/04/2020,Nouvelle-Aquitaine,165150.0,16.57
13/04/2020,Occitanie,160818.0,13.05
13/04/2020,Auvergne-Rhône-Alpes,253211.0,12.98
13/04/2020,Provence-Alpes-Côte d'Azur,175178.0,14.04
13/04/2021,Île-de-France,422853.0,6.08
13/04/2021,Centre-Val de Loire,113908.0,5.72
13/04/2021,Bourgogne-Franche-Comté,128685.0,5.55
13/04/2021,Normandie,175713.0,4.65
13/04/2021,Hauts-de-France,302237.0,4.44
13/04/2021,Grand Est,267071.0,5.04
13/04/2021,Pays de la Loire,168202.0,7.0
13/04/2021,Bretagne,143199.0,6.85
13/04/2021,Nouvelle-Aquitaine,252410.0,7.57
13/04/2021,Occitanie,220246.0,8.56
13/04/2021,Auvergne-Rhône-Alpes,390562.0,4.86
13/04/2021,Provence-Alpes-Côte d'Azur,233082.0,10.37
13/05/2016,Île-de-France,341532.0,18.31
13/05/2016,Centre-Val de Loire,88952.0,15.23
13/05/2016,Bourgogne-Franche-Comté,111867.0,16.15
13/05/2016,Normandie,135113.0,15.3
13/05/2016,Hauts-de-France,256499.0,16.16
13/05/2016,Grand Est,235867.0,16.63
13/05/2016,Pays de la Loire,137904.0,15.62
13/05/2016,Bretagne,108854.0,14.38
13/05/2016,Nouvelle-Aquitaine,210514.0,14.06
13/05/2016,Occitanie,179695.0,14.29
13/05/2016,Auvergne-Rhône-Alpes,343973.0,13.14
13/05/2016,Provence-Alpes-Côte d'Azur,201127.0,14.85
13/05/2017,Île-de-France,312087.0,15.48
13/05/2017,Centre-Val de Loire,77006.0,14.53
13/05/2017,Bourgogne-Franche-Comté,97768.0,15.14
13/05/2017,Normandie,122390.0,14.65
13/05/2017,Hauts-de-France,232862.0,14.51
13/05/2017,Grand Est,208187.0,15.61
13/05/2017,Pays de la Loire,114395.0,15.48
13/05/2017,Bretagne,91567.0,14.35
13/05/2017,Nouvelle-Aquitaine,186224.0,16.03
13/05/2017,Occitanie,159037.0,17.39
13/05/2017,Auvergne-Rhône-Alpes,302546.0,14.69
13/05/2017,Provence-Alpes-Côte d'Azur,185258.0,16.61
13/05/2018,Île-de-France,292562.0,11.75
13/05/2018,Centre-Val de Loire,72428.0,11.66
13/05/2018,Bourgogne-Franche-Comté,86679.0,9.46
13/05/2018,Normandie,116242.0,10.64
13/05/2018,Hauts-de-France,208931.0,11.5
13/05/2018,Grand Est,186804.0,10.49
13/05/2018,Pays de la Loire,109845.0,11.15
13/05/2018,Bretagne,90847.0,9.39
13/05/2018,Nouvelle-Aquitaine,192130.0,10.06
13/05/2018,Occitanie,172890.0,9.34
13/05/2018,Auvergne-Rhône-Alpes,287520.0,7.4
13/05/2018,Provence-Alpes-Côte d'Azur,178172.0,12.11
13/05/2019,Île-de-France,365376.0,11.6
13/05/2019,Centre-Val de Loire,95376.0,11.57
13/05/2019,Bourgogne-Franche-Comté,116272.0,11.61
13/05/2019,Normandie,143898.0,10.17
13/05/2019,Hauts-de-France,261274.0,10.35
13/05/2019,Grand Est,244425.0,10.16
13/05/2019,Pays de la Loire,135921.0,13.12
13/05/2019,Bretagne,109048.0,12.26
13/05/2019,Nouvelle-Aquitaine,210061.0,13.21
13/05/2019,Occitanie,176481.0,14.28
13/05/2019,Auvergne-Rhône-Alpes,344708.0,11.5
13/05/2019,Provence-Alpes-Côte d'Azur,194004.0,15.89
13/05/2020,Île-de-France,317050.0,10.67
13/05/2020,Centre-Val de Loire,93532.0,9.62
13/05/2020,Bourgogne-Franche-Comté,111854.0,9.58
13/05/2020,Normandie,136608.0,8.56
13/05/2020,Hauts-de-France,242245.0,8.61
13/05/2020,Grand Est,218919.0,8.89
13/05/2020,Pays de la Loire,135228.0,12.08
13/05/2020,Bretagne,108008.0,10.11
13/05/2020,Nouvelle-Aquitaine,215231.0,12.36
13/05/2020,Occitanie,169343.0,15.1
13/05/2020,Auvergne-Rhône-Alpes,313482.0,11.28
13/05/2020,Provence-Alpes-Côte d'Azur,173495.0,17.41
13/05/2021,Île-de-France,299042.0,12.36
13/05/2021,Centre-Val de Loire,81581.0,11.08
13/05/2021,Bourgogne-Franche-Comté,97536.0,11.62
13/05/2021,Normandie,128103.0,10.83
13/05/2021,Hauts-de-France,231890.0,12.06
13/05/2021,Grand Est,192078.0,10.89
13/05/2021,Pays de la Loire,116614.0,12.0
13/05/2021,Bretagne,105865.0,11.69
13/05/2021,Nouvelle-Aquitaine,201092.0,12.61
13/05/2021,Occitanie,165318.0,13.28
13/05/2021,Auvergne-Rhône-Alpes,295119.0,11.94
13/05/2021,Provence-Alpes-Côte d'Azur,184185.0,14.39
13/06/2016,Île-de-France,331648.0,15.15
13/06/2016,Centre-Val de Loire,82111.0,16.24
13/06/2016,Bourgogne-Franche-Comté,101977.0,16.12
13/06/2016,Normandie,125479.0,14.81
13/06/2016,Hauts-de-France,247257.0,15.38
13/06/2016,Grand Est,217220.0,16.29
13/06/2016,Pays de la Loire,123604.0,16.75
13/06/2016,Bretagne,99500.0,15.46
13/06/2016,Nouvelle-Aquitaine,194505.0,18.01
13/06/2016,Occitanie,165233.0,20.2
13/06/2016,Auvergne-Rhône-Alpes,314237.0,17.42
13/06/2016,Provence-Alpes-Côte d'Azur,189282.0,21.62
13/06/2017,Île-de-France,329479.0,17.32
13/06/2017,Centre-Val de Loire,87950.0,17.72
13/06/2017,Bourgogne-Franche-Comté,107733.0,19.4
13/06/2017,Normandie,131361.0,14.71
13/06/2017,Hauts-de-France,249791.0,15.4
13/06/2017,Grand Est,231468.0,16.86
13/06/2017,Pays de la Loire,129747.0,18.12
13/06/2017,Bretagne,101558.0,15.62
13/06/2017,Nouvelle-Aquitaine,208673.0,22.4
13/06/2017,Occitanie,192673.0,26.03
13/06/2017,Auvergne-Rhône-Alpes,341230.0,23.91
13/06/2017,Provence-Alpes-Côte d'Azur,205734.0,25.7
13/06/2018,Île-de-France,324776.0,14.31
13/06/2018,Centre-Val de Loire,84503.0,14.93
13/06/2018,Bourgogne-Franche-Comté,104793.0,17.03
13/06/2018,Normandie,128859.0,15.02
13/06/2018,Hauts-de-France,242650.0,14.06
13/06/2018,Grand Est,224978.0,15.46
13/06/2018,Pays de la Loire,129840.0,16.98
13/06/2018,Bretagne,102767.0,16.0
13/06/2018,Nouvelle-Aquitaine,197099.0,18.18
13/06/2018,Occitanie,174123.0,19.47
13/06/2018,Auvergne-Rhône-Alpes,330399.0,16.58
13/06/2018,Provence-Alpes-Côte d'Azur,189745.0,19.42
13/06/2019,Île-de-France,329923.0,14.96
13/06/2019,Centre-Val de Loire,86656.0,15.21
13/06/2019,Bourgogne-Franche-Comté,106527.0,16.27
13/06/2019,Normandie,136272.0,13.93
13/06/2019,Hauts-de-France,248465.0,14.46
13/06/2019,Grand Est,232902.0,16.02
13/06/2019,Pays de la Loire,132657.0,15.35
13/06/2019,Bretagne,110740.0,12.94
13/06/2019,Nouvelle-Aquitaine,205984.0,15.82
13/06/2019,Occitanie,171533.0,17.1
13/06/2019,Auvergne-Rhône-Alpes,324278.0,16.5
13/06/2019,Provence-Alpes-Côte d'Azur,191777.0,18.14
13/06/2020,Île-de-France,272513.0,17.85
13/06/2020,Centre-Val de Loire,69283.0,16.34
13/06/2020,Bourgogne-Franche-Comté,84840.0,17.11
13/06/2020,Normandie,107926.0,15.57
13/06/2020,Hauts-de-France,206217.0,17.93
13/06/2020,Grand Est,187690.0,17.51
13/06/2020,Pays de la Loire,104235.0,16.15
13/06/2020,Bretagne,89162.0,14.45
13/06/2020,Nouvelle-Aquitaine,177520.0,15.57
13/06/2020,Occitanie,149039.0,17.2
13/06/2020,Auvergne-Rhône-Alpes,267590.0,15.7
13/06/2020,Provence-Alpes-Côte d'Azur,173504.0,17.97
13/06/2021,Île-de-France,269306.0,20.11
13/06/2021,Centre-Val de Loire,65742.0,20.98
13/06/2021,Bourgogne-Franche-Comté,80930.0,20.78
13/06/2021,Normandie,108302.0,17.73
13/06/2021,Hauts-de-France,203429.0,17.33
13/06/2021,Grand Est,177614.0,19.02
13/06/2021,Pays de la Loire,93121.0,22.12
13/06/2021,Bretagne,81434.0,19.32
13/06/2021,Nouvelle-Aquitaine,171989.0,24.54
13/06/2021,Occitanie,163485.0,25.53
13/06/2021,Auvergne-Rhône-Alpes,260127.0,21.42
13/06/2021,Provence-Alpes-Côte d'Azur,180929.0,24.26
13/07/2016,Île-de-France,313601.0,15.83
13/07/2016,Centre-Val de Loire,84061.0,16.01
13/07/2016,Bourgogne-Franche-Comté,104993.0,15.6
13/07/2016,Normandie,130201.0,14.98
13/07/2016,Hauts-de-France,250222.0,14.27
13/07/2016,Grand Est,225446.0,15.13
13/07/2016,Pays de la Loire,129723.0,16.1
13/07/2016,Bretagne,102437.0,14.42
13/07/2016,Nouvelle-Aquitaine,214294.0,16.98
13/07/2016,Occitanie,171730.0,18.23
13/07/2016,Auvergne-Rhône-Alpes,323933.0,15.53
13/07/2016,Provence-Alpes-Côte d'Azur,205231.0,21.87
13/07/2017,Île-de-France,313064.0,19.42
13/07/2017,Centre-Val de Loire,88869.0,20.92
13/07/2017,Bourgogne-Franche-Comté,108361.0,21.02
13/07/2017,Normandie,131431.0,18.58
13/07/2017,Hauts-de-France,245289.0,16.23
13/07/2017,Grand Est,227065.0,18.06
13/07/2017,Pays de la Loire,133761.0,20.05
13/07/2017,Bretagne,104068.0,17.82
13/07/2017,Nouvelle-Aquitaine,210949.0,20.26
13/07/2017,Occitanie,187348.0,22.35
13/07/2017,Auvergne-Rhône-Alpes,334796.0,21.84
13/07/2017,Provence-Alpes-Côte d'Azur,216459.0,25.51
13/07/2018,Île-de-France,324817.0,22.6
13/07/2018,Centre-Val de Loire,86745.0,21.86
13/07/2018,Bourgogne-Franche-Comté,106824.0,21.37
13/07/2018,Normandie,126722.0,19.81
13/07/2018,Hauts-de-France,245019.0,20.39
13/07/2018,Grand Est,234015.0,21.09
13/07/2018,Pays de la Loire,132861.0,22.78
13/07/2018,Bretagne,102207.0,18.39
13/07/2018,Nouvelle-Aquitaine,219163.0,22.49
13/07/2018,Occitanie,196792.0,23.75
13/07/2018,Auvergne-Rhône-Alpes,337444.0,21.73
13/07/2018,Provence-Alpes-Côte d'Azur,212816.0,24.7
