Date,Région,Consommation (MW),TMoy (°C)
01/08/2018,Bourgogne-Franche-Comté,96493.0,25.74
01/08/2018,Normandie,123682.0,19.41
01/08/2018,Hauts-de-France,223609.0,20.41
01/08/2018,Grand Est,218195.0,23.42
01/08/2018,Pays de la Loire,125365.0,20.6
01/08/2018,Bretagne,99743.0,17.15
01/08/2018,Nouvelle-Aquitaine,219845.0,23.26
01/08/2018,Occitanie,212038.0,27.3
01/08/2018,Auvergne-Rhône-Alpes,333312.0,25.63
01/08/2018,Provence-Alpes-Côte d'Azur,228114.0,28.53
01/08/2019,Île-de-France,298750.0,20.7
01/08/2019,Centre-Val de Loire,85944.0,19.18
01/08/2019,Bourgogne-Franche-Comté,88484.0,18.87
01/08/2019,Normandie,120422.0,18.81
01/08/2019,Hauts-de-France,221532.0,19.14
01/08/2019,Grand Est,207017.0,18.8
01/08/2019,Pays de la Loire,125384.0,19.73
01/08/2019,Bretagne,101992.0,16.92
01/08/2019,Nouvelle-Aquitaine,200808.0,19.9
01/08/2019,Occitanie,181933.0,21.18
01/08/2019,Auvergne-Rhône-Alpes,307307.0,18.92
01/08/2019,Provence-Alpes-Côte d'Azur,205925.0,23.68
01/08/2020,Île-de-France,267756.0,23.42
01/08/2020,Centre-Val de Loire,77223.0,23.22
01/08/2020,Bourgogne-Franche-Comté,85226.0,27.03
01/08/2020,Normandie,103937.0,21.13
01/08/2020,Hauts-de-France,197955.0,20.97
01/08/2020,Grand Est,185953.0,26.6
01/08/2020,Pays de la Loire,105745.0,22.75
01/08/2020,Bretagne,86938.0,19.42
01/08/2020,Nouvelle-Aquitaine,194081.0,22.23
01/08/2020,Occitanie,190479.0,25.86
01/08/2020,Auvergne-Rhône-Alpes,275588.0,26.15
01/08/2020,Provence-Alpes-Côte d'Azur,213598.0,28.34
01/08/2021,Île-de-France,229588.0,18.35
01/08/2021,Centre-Val de Loire,74218.0,17.23
01/08/2021,Bourgogne-Franche-Comté,72704.0,16.77
01/08/2021,Normandie,97621.0,15.83
01/08/2021,Hauts-de-France,189766.0,16.32
01/08/2021,Grand Est,165919.0,17.08
01/08/2021,Pays de la Loire,91150.0,18.3
01/08/2021,Bretagne,81760.0,15.66
01/08/2021,Nouvelle-Aquitaine,172365.0,17.35
01/08/2021,Occitanie,150308.0,18.73
01/08/2021,Auvergne-Rhône-Alpes,247963.0,16.77
01/08/2021,Provence-Alpes-Côte d'Azur,189046.0,22.27
01/09/2016,Île-de-France,330195.0,20.27
01/09/2016,Centre-Val de Loire,89575.0,20.42
01/09/2016,Bourgogne-Franche-Comté,110352.0,21.43
01/09/2016,Normandie,129421.0,17.57
01/09/2016,Hauts-de-France,251923.0,18.09
01/09/2016,Grand Est,231822.0,19.8
01/09/2016,Pays de la Loire,132721.0,21.45
01/09/2016,Bretagne,103639.0,17.99
01/09/2016,Nouvelle-Aquitaine,214475.0,22.46
01/09/2016,Occitanie,193747.0,24.34
01/09/2016,Auvergne-Rhône-Alpes,333821.0,21.99
01/09/2016,Provence-Alpes-Côte d'Azur,209706.0,25.04
01/09/2017,Île-de-France,308385.0,16.91
01/09/2017,Centre-Val de Loire,82340.0,15.39
01/09/2017,Bourgogne-Franche-Comté,103791.0,15.09
01/09/2017,Normandie,129191.0,15.18
01/09/2017,Hauts-de-France,250206.0,15.64
01/09/2017,Grand Est,225172.0,14.48
01/09/2017,Pays de la Loire,127088.0,15.48
01/09/2017,Bretagne,102631.0,14.94
01/09/2017,Nouvelle-Aquitaine,201394.0,14.97
01/09/2017,Occitanie,173833.0,18.0
01/09/2017,Auvergne-Rhône-Alpes,316664.0,15.31
01/09/2017,Provence-Alpes-Côte d'Azur,201980.0,21.05
01/09/2018,Île-de-France,274591.0,16.24
01/09/2018,Centre-Val de Loire,71283.0,16.57
01/09/2018,Bourgogne-Franche-Comté,87789.0,15.65
01/09/2018,Normandie,117325.0,16.67
01/09/2018,Hauts-de-France,218413.0,15.3
01/09/2018,Grand Est,196837.0,15.33
01/09/2018,Pays de la Loire,103916.0,18.52
01/09/2018,Bretagne,87391.0,18.88
01/09/2018,Nouvelle-Aquitaine,188322.0,19.15
01/09/2018,Occitanie,165550.0,21.08
01/09/2018,Auvergne-Rhône-Alpes,280237.0,15.69
01/09/2018,Provence-Alpes-Côte d'Azur,181596.0,20.35
01/09/2019,Île-de-France,266827.0,18.91
01/09/2019,Centre-Val de Loire,69741.0,18.47
01/09/2019,Bourgogne-Franche-Comté,81169.0,18.96
01/09/2019,Normandie,106840.0,16.62
01/09/2019,Hauts-de-France,203210.0,17.27
01/09/2019,Grand Est,181223.0,18.58
01/09/2019,Pays de la Loire,95509.0,18.7
01/09/2019,Bretagne,80615.0,15.41
01/09/2019,Nouvelle-Aquitaine,176123.0,19.22
01/09/2019,Occitanie,166360.0,21.71
01/09/2019,Auvergne-Rhône-Alpes,263115.0,19.63
01/09/2019,Provence-Alpes-Côte d'Azur,193042.0,24.74
01/09/2020,Île-de-France,307104.0,15.65
01/09/2020,Centre-Val de Loire,81243.0,14.58
01/09/2020,Bourgogne-Franche-Comté,99259.0,15.82
01/09/2020,Normandie,126594.0,13.75
01/09/2020,Hauts-de-France,236085.0,15.24
01/09/2020,Grand Est,216321.0,15.93
01/09/2020,Pays de la Loire,126753.0,16.52
01/09/2020,Bretagne,105715.0,15.89
01/09/2020,Nouvelle-Aquitaine,199463.0,17.9
01/09/2020,Occitanie,172522.0,18.39
01/09/2020,Auvergne-Rhône-Alpes,303544.0,15.17
01/09/2020,Provence-Alpes-Côte d'Azur,188192.0,19.53
01/09/2021,Île-de-France,303259.0,18.54
01/09/2021,Centre-Val de Loire,84908.0,18.92
01/09/2021,Bourgogne-Franche-Comté,104494.0,17.82
01/09/2021,Normandie,127106.0,17.06
01/09/2021,Hauts-de-France,242167.0,16.88
01/09/2021,Grand Est,223698.0,16.49
01/09/2021,Pays de la Loire,127265.0,19.35
01/09/2021,Bretagne,104445.0,17.79
01/09/2021,Nouvelle-Aquitaine,208381.0,19.67
01/09/2021,Occitanie,183558.0,20.67
01/09/2021,Auvergne-Rhône-Alpes,316237.0,17.14
01/09/2021,Provence-Alpes-Côte d'Azur,202778.0,21.65
01/10/2016,Île-de-France,305121.0,14.95
01/10/2016,Centre-Val de Loire,74106.0,15.88
01/10/2016,Bourgogne-Franche-Comté,91523.0,16.19
01/10/2016,Normandie,119345.0,13.25
01/10/2016,Hauts-de-France,229721.0,14.06
01/10/2016,Grand Est,209405.0,15.06
01/10/2016,Pays de la Loire,107698.0,14.5
01/10/2016,Bretagne,87213.0,13.62
01/10/2016,Nouvelle-Aquitaine,180137.0,17.07
01/10/2016,Occitanie,160653.0,18.85
01/10/2016,Auvergne-Rhône-Alpes,289213.0,16.32
01/10/2016,Provence-Alpes-Côte d'Azur,182824.0,18.02
01/10/2017,Île-de-France,301010.0,13.06
01/10/2017,Centre-Val de Loire,72937.0,13.58
01/10/2017,Bourgogne-Franche-Comté,90531.0,12.22
01/10/2017,Normandie,118597.0,15.49
01/10/2017,Hauts-de-France,225073.0,14.5
01/10/2017,Grand Est,197097.0,12.06
01/10/2017,Pays de la Loire,102321.0,16.25
01/10/2017,Bretagne,86301.0,16.11
01/10/2017,Nouvelle-Aquitaine,181217.0,14.73
01/10/2017,Occitanie,152126.0,15.45
01/10/2017,Auvergne-Rhône-Alpes,279086.0,13.37
01/10/2017,Provence-Alpes-Côte d'Azur,175356.0,18.36
01/10/2018,Île-de-France,354032.0,12.73
01/10/2018,Centre-Val de Loire,89923.0,12.32
01/10/2018,Bourgogne-Franche-Comté,106037.0,11.96
01/10/2018,Normandie,140464.0,11.66
01/10/2018,Hauts-de-France,265163.0,11.22
01/10/2018,Grand Est,244052.0,11.38
01/10/2018,Pays de la Loire,129551.0,13.9
01/10/2018,Bretagne,104241.0,13.15
01/10/2018,Nouvelle-Aquitaine,200577.0,14.04
01/10/2018,Occitanie,170100.0,14.33
01/10/2018,Auvergne-Rhône-Alpes,329582.0,11.15
01/10/2018,Provence-Alpes-Côte d'Azur,175729.0,16.02
01/10/2019,Île-de-France,335138.0,18.06
01/10/2019,Centre-Val de Loire,87213.0,17.9
01/10/2019,Bourgogne-Franche-Comté,108515.0,15.89
01/10/2019,Normandie,130798.0,16.75
01/10/2019,Hauts-de-France,256701.0,16.74
01/10/2019,Grand Est,237104.0,16.35
01/10/2019,Pays de la Loire,132774.0,18.32
01/10/2019,Bretagne,108266.0,16.85
01/10/2019,Nouvelle-Aquitaine,199628.0,18.08
01/10/2019,Occitanie,174448.0,19.49
01/10/2019,Auvergne-Rhône-Alpes,317812.0,17.13
01/10/2019,Provence-Alpes-Côte d'Azur,190905.0,19.31
01/10/2020,Île-de-France,338974.0,14.65
01/10/2020,Centre-Val de Loire,91049.0,14.99
01/10/2020,Bourgogne-Franche-Comté,113999.0,13.21
01/10/2020,Normandie,134574.0,13.36
01/10/2020,Hauts-de-France,259466.0,13.65
01/10/2020,Grand Est,241602.0,13.39
01/10/2020,Pays de la Loire,135945.0,14.68
01/10/2020,Bretagne,117037.0,11.94
01/10/2020,Nouvelle-Aquitaine,211733.0,15.34
01/10/2020,Occitanie,184813.0,14.8
01/10/2020,Auvergne-Rhône-Alpes,340942.0,13.12
01/10/2020,Provence-Alpes-Côte d'Azur,188710.0,15.58
01/10/2021,Île-de-France,336840.0,12.85
01/10/2021,Centre-Val de Loire,89486.0,11.93
01/10/2021,Bourgogne-Franche-Comté,108281.0,11.84
01/10/2021,Normandie,135032.0,12.85
01/10/2021,Hauts-de-France,264506.0,13.21
01/10/2021,Grand Est,234583.0,11.71
01/10/2021,Pays de la Loire,124820.0,13.12
01/10/2021,Bretagne,111129.0,15.94
01/10/2021,Nouvelle-Aquitaine,208347.0,13.71
01/10/2021,Occitanie,168610.0,15.56
01/10/2021,Auvergne-Rhône-Alpes,316170.0,13.97
01/10/2021,Provence-Alpes-Côte d'Azur,192077.0,18.39
01/11/2016,Île-de-France,369626.0,9.43
01/11/2016,Centre-Val de Loire,96725.0,8.47
01/11/2016,Bourgogne-Franche-Comté,110014.0,9.31
01/11/2016,Normandie,141679.0,10.45
01/11/2016,Hauts-de-France,258658.0,10.15
01/11/2016,Grand Est,235316.0,7.25
01/11/2016,Pays de la Loire,129508.0,9.95
01/11/2016,Bretagne,103274.0,11.71
01/11/2016,Nouvelle-Aquitaine,210297.0,13.93
01/11/2016,Occitanie,172802.0,14.6
01/11/2016,Auvergne-Rhône-Alpes,330588.0,11.13
01/11/2016,Provence-Alpes-Côte d'Azur,196547.0,14.42
01/11/2017,Île-de-France,383730.0,8.89
01/11/2017,Centre-Val de Loire,102182.0,9.02
01/11/2017,Bourgogne-Franche-Comté,119716.0,7.06
01/11/2017,Normandie,151336.0,9.11
01/11/2017,Hauts-de-France,272766.0,9.05
01/11/2017,Grand Est,249470.0,7.71
01/11/2017,Pays de la Loire,137289.0,10.2
01/11/2017,Bretagne,117099.0,9.44
01/11/2017,Nouvelle-Aquitaine,232453.0,12.02
01/11/2017,Occitanie,188208.0,11.82
01/11/2017,Auvergne-Rhône-Alpes,353596.0,8.28
01/11/2017,Provence-Alpes-Côte d'Azur,201613.0,12.7
01/11/2018,Île-de-France,394436.0,10.25
01/11/2018,Centre-Val de Loire,105968.0,10.18
01/11/2018,Bourgogne-Franche-Comté,114132.0,10.53
01/11/2018,Normandie,156749.0,10.59
01/11/2018,Hauts-de-France,275451.0,9.98
01/11/2018,Grand Est,253056.0,9.08
01/11/2018,Pays de la Loire,138734.0,11.1
01/11/2018,Bretagne,125297.0,9.1
01/11/2018,Nouvelle-Aquitaine,240653.0,11.66
01/11/2018,Occitanie,211780.0,10.98
01/11/2018,Auvergne-Rhône-Alpes,350143.0,9.98
01/11/2018,Provence-Alpes-Côte d'Azur,214681.0,12.68
01/11/2019,Île-de-France,359645.0,13.0
01/11/2019,Centre-Val de Loire,89612.0,13.87
01/11/2019,Bourgogne-Franche-Comté,103167.0,12.48
01/11/2019,Normandie,138351.0,13.73
01/11/2019,Hauts-de-France,265286.0,11.28
01/11/2019,Grand Est,233871.0,10.8
01/11/2019,Pays de la Loire,124478.0,15.02
01/11/2019,Bretagne,108044.0,15.31
01/11/2019,Nouvelle-Aquitaine,197550.0,15.35
01/11/2019,Occitanie,169259.0,13.46
01/11/2019,Auvergne-Rhône-Alpes,299431.0,12.1
01/11/2019,Provence-Alpes-Côte d'Azur,187341.0,14.34
01/11/2020,Île-de-France,312673.0,15.49
01/11/2020,Centre-Val de Loire,86412.0,16.27
01/11/2020,Bourgogne-Franche-Comté,99404.0,13.75
01/11/2020,Normandie,125893.0,14.11
01/11/2020,Hauts-de-France,237892.0,14.4
01/11/2020,Grand Est,207833.0,13.98
01/11/2020,Pays de la Loire,116821.0,15.85
01/11/2020,Bretagne,101787.0,14.15
01/11/2020,Nouvelle-Aquitaine,195426.0,17.21
01/11/2020,Occitanie,176660.0,13.95
01/11/2020,Auvergne-Rhône-Alpes,292727.0,13.23
01/11/2020,Provence-Alpes-Côte d'Azur,194049.0,14.41
01/11/2021,Île-de-France,344544.0,10.86
01/11/2021,Centre-Val de Loire,96266.0,11.78
01/11/2021,Bourgogne-Franche-Comté,97904.0,11.95
01/11/2021,Normandie,135828.0,10.21
01/11/2021,Hauts-de-France,260724.0,10.24
01/11/2021,Grand Est,213124.0,10.89
01/11/2021,Pays de la Loire,123516.0,11.48
01/11/2021,Bretagne,109513.0,10.69
01/11/2021,Nouvelle-Aquitaine,203663.0,12.89
01/11/2021,Occitanie,165135.0,13.8
01/11/2021,Auvergne-Rhône-Alpes,304996.0,11.7
01/11/2021,Provence-Alpes-Côte d'Azur,188935.0,15.58
01/12/2016,Île-de-France,581512.0,1.32
01/12/2016,Centre-Val de Loire,150436.0,0.28
01/12/2016,Bourgogne-Franche-Comté,159959.0,0.12
01/12/2016,Normandie,218696.0,2.6
01/12/2016,Hauts-de-France,375526.0,2.62
01/12/2016,Grand Est,338479.0,0.11
01/12/2016,Pays de la Loire,214041.0,3.5
01/12/2016,Bretagne,175099.0,5.82
01/12/2016,Nouvelle-Aquitaine,311090.0,7.11
01/12/2016,Occitanie,261247.0,6.96
01/12/2016,Auvergne-Rhône-Alpes,479047.0,1.16
01/12/2016,Provence-Alpes-Côte d'Azur,273460.0,6.18
01/12/2017,Île-de-France,556425.0,2.04
01/12/2017,Centre-Val de Loire,152702.0,1.31
01/12/2017,Bourgogne-Franche-Comté,164962.0,0.45
01/12/2017,Normandie,213004.0,3.25
01/12/2017,Hauts-de-France,362837.0,2.1
01/12/2017,Grand Est,333066.0,0.94
01/12/2017,Pays de la Loire,216344.0,3.52
01/12/2017,Bretagne,179476.0,4.54
01/12/2017,Nouvelle-Aquitaine,341045.0,2.96
01/12/2017,Occitanie,307660.0,2.48
01/12/2017,Auvergne-Rhône-Alpes,504208.0,-0.5
01/12/2017,Provence-Alpes-Côte d'Azur,312175.0,2.52
01/12/2018,Île-de-France,430511.0,9.05
01/12/2018,Centre-Val de Loire,108561.0,8.67
01/12/2018,Bourgogne-Franche-Comté,123642.0,7.45
01/12/2018,Normandie,163906.0,9.14
01/12/2018,Hauts-de-France,302752.0,8.77
01/12/2018,Grand Est,267333.0,6.87
01/12/2018,Pays de la Loire,154631.0,9.9
01/12/2018,Bretagne,125918.0,11.2
01/12/2018,Nouvelle-Aquitaine,263296.0,10.09
01/12/2018,Occitanie,231827.0,9.42
01/12/2018,Auvergne-Rhône-Alpes,394049.0,6.64
01/12/2018,Provence-Alpes-Côte d'Azur,247015.0,9.12
01/12/2019,Île-de-France,465207.0,3.27
01/12/2019,Centre-Val de Loire,112697.0,6.12
01/12/2019,Bourgogne-Franche-Comté,115982.0,5.96
01/12/2019,Normandie,178829.0,4.41
01/12/2019,Hauts-de-France,306752.0,3.38
01/12/2019,Grand Est,270506.0,2.59
01/12/2019,Pays de la Loire,165377.0,5.78
01/12/2019,Bretagne,142358.0,6.86
01/12/2019,Nouvelle-Aquitaine,256735.0,8.46
01/12/2019,Occitanie,218309.0,8.64
01/12/2019,Auvergne-Rhône-Alpes,361879.0,7.06
01/12/2019,Provence-Alpes-Côte d'Azur,234702.0,9.88
01/12/2020,Île-de-France,481528.0,6.09
01/12/2020,Centre-Val de Loire,132179.0,4.9
01/12/2020,Bourgogne-Franche-Comté,156232.0,1.77
01/12/2020,Normandie,183344.0,6.88
01/12/2020,Hauts-de-France,325148.0,7.14
01/12/2020,Grand Est,320217.0,2.29
01/12/2020,Pays de la Loire,186794.0,7.0
01/12/2020,Bretagne,150710.0,8.05
01/12/2020,Nouvelle-Aquitaine,311752.0,6.15
01/12/2020,Occitanie,267206.0,5.29
01/12/2020,Auvergne-Rhône-Alpes,466444.0,1.45
01/12/2020,Provence-Alpes-Côte d'Azur,268156.0,7.06
02/01/2016,Île-de-France,404152.0,8.73
02/01/2016,Centre-Val de Loire,106423.0,9.07
02/01/2016,Bourgogne-Franche-Comté,117255.0,7.18
02/01/2016,Normandie,158681.0,8.67
02/01/2016,Hauts-de-France,277329.0,8.51
02/01/2016,Grand Est,242380.0,6.45
02/01/2016,Pays de la Loire,148129.0,9.88
02/01/2016,Bretagne,130868.0,9.14
02/01/2016,Nouvelle-Aquitaine,241264.0,9.73
02/01/2016,Occitanie,215151.0,9.0
02/01/2016,Auvergne-Rhône-Alpes,375285.0,7.2
02/01/2016,Provence-Alpes-Côte d'Azur,246101.0,9.5
02/01/2017,Île-de-France,587121.0,0.43
02/01/2017,Centre-Val de Loire,149285.0,1.24
02/01/2017,Bourgogne-Franche-Comté,154031.0,-0.11
02/01/2017,Normandie,207996.0,2.8
02/01/2017,Hauts-de-France,348960.0,2.51
02/01/2017,Grand Est,315719.0,-0.52
02/01/2017,Pays de la Loire,209848.0,3.38
02/01/2017,Bretagne,170515.0,5.14
02/01/2017,Nouvelle-Aquitaine,334001.0,3.02
02/01/2017,Occitanie,288504.0,2.89
02/01/2017,Auvergne-Rhône-Alpes,486461.0,-0.35
02/01/2017,Provence-Alpes-Côte d'Azur,277491.0,7.18
02/01/2018,Île-de-France,453238.0,9.46
02/01/2018,Centre-Val de Loire,122254.0,9.59
02/01/2018,Bourgogne-Franche-Comté,131458.0,8.59
02/01/2018,Normandie,177260.0,9.7
02/01/2018,Hauts-de-France,333374.0,8.77
02/01/2018,Grand Est,266731.0,8.73
02/01/2018,Pays de la Loire,170583.0,10.25
02/01/2018,Bretagne,146877.0,10.34
02/01/2018,Nouvelle-Aquitaine,270103.0,11.46
02/01/2018,Occitanie,255863.0,10.7
02/01/2018,Auvergne-Rhône-Alpes,428199.0,7.29
02/01/2018,Provence-Alpes-Côte d'Azur,272993.0,8.55
02/01/2019,Île-de-France,480190.0,5.33
02/01/2019,Centre-Val de Loire,132902.0,5.13
02/01/2019,Bourgogne-Franche-Comté,137415.0,4.55
02/01/2019,Normandie,183249.0,5.36
02/01/2019,Hauts-de-France,313121.0,5.34
02/01/2019,Grand Est,276233.0,3.52
02/01/2019,Pays de la Loire,181158.0,6.52
02/01/2019,Bretagne,152329.0,7.01
02/01/2019,Nouvelle-Aquitaine,305821.0,5.64
02/01/2019,Occitanie,286463.0,5.41
02/01/2019,Auvergne-Rhône-Alpes,445315.0,3.62
02/01/2019,Provence-Alpes-Côte d'Azur,280306.0,8.11
02/01/2020,Île-de-France,480589.0,6.31
02/01/2020,Centre-Val de Loire,121593.0,8.02
02/01/2020,Bourgogne-Franche-Comté,136643.0,2.91
02/01/2020,Normandie,183621.0,7.37
02/01/2020,Hauts-de-France,316604.0,5.5
02/01/2020,Grand Est,283028.0,2.39
02/01/2020,Pays de la Loire,170840.0,9.7
02/01/2020,Bretagne,149517.0,10.11
02/01/2020,Nouvelle-Aquitaine,282272.0,7.96
02/01/2020,Occitanie,264227.0,6.06
02/01/2020,Auvergne-Rhône-Alpes,443531.0,3.29
02/01/2020,Provence-Alpes-Côte d'Azur,285936.0,5.32
02/01/2021,Île-de-France,482036.0,0.23
02/01/2021,Centre-Val de Loire,144203.0,-0.28
02/01/2021,Bourgogne-Franche-Comté,135060.0,0.78
02/01/2021,Normandie,199671.0,0.93
02/01/2021,Hauts-de-France,320973.0,0.64
02/01/2021,Grand Est,277166.0,-0.11
02/01/2021,Pays de la Loire,202702.0,0.3
02/01/2021,Bretagne,174679.0,3.34
02/01/2021,Nouvelle-Aquitaine,331253.0,1.18
02/01/2021,Occitanie,298109.0,0.9
02/01/2021,Auvergne-Rhône-Alpes,422865.0,-0.03
02/01/2021,Provence-Alpes-Côte d'Azur,294157.0,5.18
02/02/2016,Île-de-France,464547.0,9.95
02/02/2016,Centre-Val de Loire,121701.0,10.53
02/02/2016,Bourgogne-Franche-Comté,138688.0,10.5
02/02/2016,Normandie,180720.0,9.2
02/02/2016,Hauts-de-France,329824.0,8.95
02/02/2016,Grand Est,298370.0,9.99
02/02/2016,Pays de la Loire,176551.0,11.32
02/02/2016,Bretagne,144629.0,9.8
02/02/2016,Nouvelle-Aquitaine,274346.0,11.38
02/02/2016,Occitanie,230415.0,11.07
02/02/2016,Auvergne-Rhône-Alpes,420679.0,9.47
02/02/2016,Provence-Alpes-Côte d'Azur,245296.0,11.18
02/02/2017,Île-de-France,470558.0,9.83
02/02/2017,Centre-Val de Loire,127112.0,9.92
02/02/2017,Bourgogne-Franche-Comté,145282.0,9.98
02/02/2017,Normandie,181919.0,9.8
02/02/2017,Hauts-de-France,335948.0,9.78
02/02/2017,Grand Est,309819.0,8.26
02/02/2017,Pays de la Loire,188278.0,10.35
02/02/2017,Bretagne,153471.0,11.21
02/02/2017,Nouvelle-Aquitaine,288894.0,10.99
02/02/2017,Occitanie,253784.0,10.53
02/02/2017,Auvergne-Rhône-Alpes,446824.0,9.97
02/02/2017,Provence-Alpes-Côte d'Azur,257227.0,11.46
02/02/2018,Île-de-France,497884.0,4.29
02/02/2018,Centre-Val de Loire,143253.0,3.02
02/02/2018,Bourgogne-Franche-Comté,157657.0,1.56
02/02/2018,Normandie,203429.0,4.51
02/02/2018,Hauts-de-France,376320.0,4.48
02/02/2018,Grand Est,322826.0,2.23
02/02/2018,Pays de la Loire,206777.0,4.1
02/02/2018,Bretagne,171221.0,5.36
02/02/2018,Nouvelle-Aquitaine,336542.0,3.82
02/02/2018,Occitanie,294475.0,4.38
02/02/2018,Auvergne-Rhône-Alpes,479741.0,1.55
02/02/2018,Provence-Alpes-Côte d'Azur,289454.0,5.49
02/02/2019,Île-de-France,509458.0,3.87
02/02/2019,Centre-Val de Loire,135799.0,3.59
02/02/2019,Bourgogne-Franche-Comté,142343.0,3.49
02/02/2019,Normandie,201759.0,3.67
02/02/2019,Hauts-de-France,342721.0,3.06
02/02/2019,Grand Est,289507.0,3.58
02/02/2019,Pays de la Loire,193042.0,5.05
02/02/2019,Bretagne,168437.0,4.9
02/02/2019,Nouvelle-Aquitaine,320218.0,4.89
02/02/2019,Occitanie,288556.0,4.62
02/02/2019,Auvergne-Rhône-Alpes,457808.0,1.86
02/02/2019,Provence-Alpes-Côte d'Azur,278343.0,6.84
02/02/2020,Île-de-France,381237.0,13.08
02/02/2020,Centre-Val de Loire,98146.0,13.06
02/02/2020,Bourgogne-Franche-Comté,110566.0,12.12
02/02/2020,Normandie,149396.0,10.9
02/02/2020,Hauts-de-France,276403.0,10.03
02/02/2020,Grand Est,233211.0,11.85
02/02/2020,Pays de la Loire,142195.0,13.1
02/02/2020,Bretagne,119792.0,12.42
02/02/2020,Nouvelle-Aquitaine,221988.0,14.76
02/02/2020,Occitanie,198367.0,14.33
02/02/2020,Auvergne-Rhône-Alpes,363632.0,10.62
02/02/2020,Provence-Alpes-Côte d'Azur,233208.0,10.77
02/02/2021,Île-de-France,429151.0,10.41
02/02/2021,Centre-Val de Loire,127547.0,11.42
02/02/2021,Bourgogne-Franche-Comté,136460.0,10.17
02/02/2021,Normandie,171235.0,10.24
02/02/2021,Hauts-de-France,320451.0,8.75
02/02/2021,Grand Est,288158.0,9.36
02/02/2021,Pays de la Loire,173130.0,12.05
02/02/2021,Bretagne,145473.0,11.69
02/02/2021,Nouvelle-Aquitaine,272617.0,13.0
02/02/2021,Occitanie,219942.0,13.93
02/02/2021,Auvergne-Rhône-Alpes,425023.0,9.86
02/02/2021,Provence-Alpes-Côte d'Azur,252750.0,10.23
02/03/2016,Île-de-France,495382.0,5.97
02/03/2016,Centre-Val de Loire,134325.0,6.48
02/03/2016,Bourgogne-Franche-Comté,153505.0,5.97
02/03/2016,Normandie,192988.0,5.98
02/03/2016,Hauts-de-France,346453.0,5.91
02/03/2016,Grand Est,318929.0,5.23
02/03/2016,Pays de la Loire,188103.0,8.45
02/03/2016,Bretagne,157961.0,7.51
02/03/2016,Nouvelle-Aquitaine,302874.0,9.69
02/03/2016,Occitanie,255868.0,10.37
02/03/2016,Auvergne-Rhône-Alpes,471389.0,7.86
02/03/2016,Provence-Alpes-Côte d'Azur,265903.0,10.08
02/03/2017,Île-de-France,474247.0,8.68
02/03/2017,Centre-Val de Loire,125019.0,7.48
02/03/2017,Bourgogne-Franche-Comté,140199.0,8.94
02/03/2017,Normandie,185596.0,8.14
02/03/2017,Hauts-de-France,328919.0,8.07
02/03/2017,Grand Est,296251.0,8.19
02/03/2017,Pays de la Loire,189123.0,8.0
02/03/2017,Bretagne,155622.0,7.94
02/03/2017,Nouvelle-Aquitaine,267687.0,10.67
02/03/2017,Occitanie,235009.0,11.56
02/03/2017,Auvergne-Rhône-Alpes,430072.0,9.11
02/03/2017,Provence-Alpes-Côte d'Azur,243692.0,10.98
02/03/2018,Île-de-France,584112.0,5.0
02/03/2018,Centre-Val de Loire,148061.0,6.41
02/03/2018,Bourgogne-Franche-Comté,168322.0,3.62
02/03/2018,Normandie,228441.0,4.29
02/03/2018,Hauts-de-France,382948.0,0.69
02/03/2018,Grand Est,349962.0,0.04
02/03/2018,Pays de la Loire,217723.0,7.28
02/03/2018,Bretagne,193981.0,5.25
02/03/2018,Nouvelle-Aquitaine,315895.0,9.24
02/03/2018,Occitanie,282910.0,8.9
02/03/2018,Auvergne-Rhône-Alpes,502409.0,6.5
02/03/2018,Provence-Alpes-Côte d'Azur,315610.0,7.56
02/03/2019,Île-de-France,382149.0,9.95
02/03/2019,Centre-Val de Loire,105465.0,10.73
02/03/2019,Bourgogne-Franche-Comté,122578.0,8.15
02/03/2019,Normandie,157573.0,9.79
02/03/2019,Hauts-de-France,289844.0,9.2
02/03/2019,Grand Est,252133.0,8.29
02/03/2019,Pays de la Loire,142842.0,11.82
02/03/2019,Bretagne,117938.0,10.75
02/03/2019,Nouvelle-Aquitaine,237311.0,10.94
02/03/2019,Occitanie,206242.0,11.05
02/03/2019,Auvergne-Rhône-Alpes,381481.0,7.65
02/03/2019,Provence-Alpes-Côte d'Azur,227520.0,11.58
02/03/2020,Île-de-France,485399.0,6.49
02/03/2020,Centre-Val de Loire,136311.0,7.8
02/03/2020,Bourgogne-Franche-Comté,138936.0,5.55
02/03/2020,Normandie,189514.0,6.47
02/03/2020,Hauts-de-France,327415.0,6.34
02/03/2020,Grand Est,287699.0,4.74
02/03/2020,Pays de la Loire,189556.0,8.28
02/03/2020,Bretagne,155262.0,7.69
02/03/2020,Nouvelle-Aquitaine,283515.0,8.82
02/03/2020,Occitanie,240727.0,8.71
02/03/2020,Auvergne-Rhône-Alpes,421011.0,6.64
02/03/2020,Provence-Alpes-Côte d'Azur,261953.0,9.13
02/03/2021,Île-de-France,420250.0,9.49
02/03/2021,Centre-Val de Loire,116417.0,9.16
02/03/2021,Bourgogne-Franche-Comté,127677.0,9.38
02/03/2021,Normandie,173301.0,8.15
02/03/2021,Hauts-de-France,298961.0,7.58
02/03/2021,Grand Est,272245.0,8.22
02/03/2021,Pays de la Loire,163335.0,11.25
02/03/2021,Bretagne,144955.0,9.49
